occupations	name
8113	Assembler, yarn 
8131	Assembler (accumulator mfr) 
8131	Assembler (calculating machines mfr) 
8132	Assembler (cycle mfr) 
8131	Assembler (electrical, electronic equipment mfr) 
8132	Assembler (engineering) 
8132	Assembler (gun mfr) 
8132	Assembler (jewellery, plate mfr) 
5413	Assembler (leather goods mfr) 
8132	Assembler (metal trades) 
8132	Assembler (motor vehicle mfr) 
5421	Assembler (photo-lithographic plates mfr) 
8131	Assembler (radio, television, video mfr) 
5449	Assembler (silver goods mfr) 
8131	Assembler (telecommunications equipment mfr) 
8113	Assembler (textile mfr) 
9260	Assembler (wholesale, retail trade) 
8132	Assembler (window and door mfr: metal frames)
8139	Assembler 
8139	Assembler-fitter 
4113	Assessor, benefit, housing 
4112	Assessor, benefits (government) 
4113	Assessor, benefits (local government) 
4129	Assessor, bonus 
3231	Assessor, care, community 
3239	Assessor, care, home 
3239	Assessor, case (local government: social services) 
4112	Assessor, claims (Jobcentre Plus) 
3531	Assessor, claims 
3563	Assessor, competency 
3531	Assessor, damage, vehicle 
3563	Assessor, driving 
2318	Assessor, education 
2318	Assessor, educational 
3531	Assessor, energy 
3531	Assessor, HIP 
3531	Assessor, insurance 
3563	Assessor, NVQ 
8133	Assessor, quality 
3539	Assessor, study, work 
3113	Assessor, technical 
3563	Assessor, training 
3563	Assessor (training)
3539	Assessor (work, time and motion)
2318	Assessor (further, higher education) 
3531	Assessor 
4122	Assistant, account 
4122	Assistant, accountancy 
4129	Assistant, accountant's, turf 
4122	Assistant, accountant's 
4122	Assistant, accounts 
2425	Assistant, actuarial 
4112	Assistant, admin (armed forces) 
4112	Assistant, admin (courts of justice) 
4112	Assistant, admin (government) 
4159	Assistant, admin (hospital service) 
4132	Assistant, admin (insurance) 
4113	Assistant, admin (local government) 
4113	Assistant, admin (police service) 
4138	Assistant, admin (recruitment agency) 
4213	Assistant, admin (schools) 
4138	Assistant, admin (training agency) 
4159	Assistant, admin 
4151	Assistant, administration, sales 
4112	Assistant, administration (armed forces) 
4112	Assistant, administration (courts of justice) 
4112	Assistant, administration (government) 
4159	Assistant, administration (hospital service) 
4132	Assistant, administration (insurance) 
4113	Assistant, administration (local government) 
4113	Assistant, administration (police service) 
4138	Assistant, administration (recruitment agency) 
4213	Assistant, administration (schools) 
4138	Assistant, administration (training agency) 
4159	Assistant, administration 
4112	Assistant, administrative (armed forces) 
4112	Assistant, administrative (courts of justice) 
4112	Assistant, administrative (government) 
4159	Assistant, administrative (hospital service) 
4132	Assistant, administrative (insurance) 
4113	Assistant, administrative (local government) 
4113	Assistant, administrative (police service) 
4138	Assistant, administrative (recruitment agency) 
4213	Assistant, administrative (schools) 
4138	Assistant, administrative (training agency) 
4159	Assistant, administrative 
4131	Assistant, admissions (college) 
4159	Assistant, advertising 
4129	Assistant, agent's, commission 
3544	Assistant, agent's, estate 
5414	Assistant, alteration 
6141	Assistant, anaesthetic 
3111	Assistant, analyst's 
3111	Assistant, anatomical 
6125	Assistant, ancillary (educational establishments) 
5119	Assistant, arboricultural 
9275	Assistant, arcade 
3121	Assistant, architect's 
3121	Assistant, architectural 
4135	Assistant, archives 
8129	Assistant, armouring 
4159	Assistant, arts 
2129	Assistant, assay 
2129	Assistant, assayer's 
9260	Assistant, auctioneer's 
4129	Assistant, audit 
6125	Assistant, auxiliary (educational establishments) 
7111	Assistant, away, take 
8111	Assistant, bakehouse 
5432	Assistant, baker's 
7111	Assistant, bakery (retail trade) 
8111	Assistant, bakery 
4123	Assistant, bank 
8122	Assistant, banksman's (coal mine) 
9272	Assistant, bar, snack 
9272	Assistant, bar (non-alcoholic)
9274	Assistant, bar 
9139	Assistant, barker's 
7124	Assistant, barrow 
9260	Assistant, bay, loading 
8121	Assistant, beater's 
8121	Assistant, beaterman's 
9233	Assistant, bedroom (hotel) 
4112	Assistant, benefit (government) 
4113	Assistant, benefit (local government) 
4112	Assistant, benefits (government) 
4113	Assistant, benefits (local government) 
4135	Assistant, bibliographic 
5423	Assistant, binder's 
5423	Assistant, bindery 
9279	Assistant, bingo 
8111	Assistant, blender's (margarine)
8112	Assistant, blower's, glass 
8111	Assistant, boiler's, sugar 
5423	Assistant, bookbinder's 
7111	Assistant, bookseller's 
7111	Assistant, bookstall 
8122	Assistant, borer's (coal mine) 
9134	Assistant, bottling 
4123	Assistant, branch (bank) 
4123	Assistant, branch (building society) 
9234	Assistant, branch (laundry, launderette, dry cleaning) 
8111	Assistant, brewery 
9120	Assistant, bricklayer's 
3416	Assistant, broadcast, radio 
4129	Assistant, budget 
9120	Assistant, builders' 
3114	Assistant, building 
8134	Assistant, bundler's (metal)
4159	Assistant, bureau 
9139	Assistant, burner's 
4129	Assistant, bursar's 
5431	Assistant, butcher's 
9272	Assistant, buttery 
4131	Assistant, buyer's 
3541	Assistant, buying (wholesale trade) 
4131	Assistant, buying 
9272	Assistant, café 
9272	Assistant, cafeteria 
8121	Assistant, calender (paper mfr) 
8113	Assistant, calender (textile mfr) 
8121	Assistant, calenderman's (paper mfr) 
3417	Assistant, cameraman's 
9272	Assistant, canteen 
7121	Assistant, canvassing (insurance) 
6142	Assistant, care, ambulance 
6139	Assistant, care, animal 
6121	Assistant, care, child (children's nursery) 
6122	Assistant, care, child 
6146	Assistant, care, community, senior 
7219	Assistant, care, customer 
6145	Assistant, care, day 
6145	Assistant, care, domiciliary 
6142	Assistant, care, emergency 
6141	Assistant, care, foot 
6146	Assistant, care, health, senior (nursing home) 
6141	Assistant, care, health (hospital service) 
6145	Assistant, care, health (nursing home) 
7114	Assistant, care, health (retail chemist) 
6146	Assistant, care, home, senior 
6145	Assistant, care, home 
6146	Assistant, care, senior 
6141	Assistant, care (hospital service) 
6125	Assistant, care (schools) 
6145	Assistant, care 
3564	Assistant, careers 
6232	Assistant, caretaker's 
9120	Assistant, carpenter's 
3122	Assistant, cartographic 
7112	Assistant, cash and wrap 
4129	Assistant, cashier's 
9272	Assistant, caterer's 
9272	Assistant, catering 
6139	Assistant, cattery 
7111	Assistant, centre, garden 
6219	Assistant, centre, information, tourist 
6211	Assistant, centre, leisure 
6123	Assistant, centre, play 
7219	Assistant, centre, service 
4133	Assistant, chain, supply 
6143	Assistant, chairside, orthodontic 
9233	Assistant, chalet 
7112	Assistant, check-out 
9139	Assistant, checker's, iron 
8133	Assistant, checker's (metal trades) 
9272	Assistant, chef’s 
3111	Assistant, chemical 
7114	Assistant, chemist's (retail trade) 
7114	Assistant, chemist's 
4135	Assistant, chief (library) 
4113	Assistant, chief (local government) 
6141	Assistant, chiropody 
8111	Assistant, churner's 
9275	Assistant, cinema 
4159	Assistant, circulation 
4113	Assistant, civic 
4159	Assistant, civil 
4159	Assistant, civilian (police service) 
4132	Assistant, claims 
6125	Assistant, class, nursery 
6125	Assistant, classroom 
9234	Assistant, cleaning, dry 
4122	Assistant, clerical, accounts 
4123	Assistant, clerical (bank) 
4123	Assistant, clerical (building society) 
4112	Assistant, clerical (government) 
4132	Assistant, clerical (insurance) 
4135	Assistant, clerical (library) 
4113	Assistant, clerical (local government) 
4113	Assistant, clerical (police service) 
4213	Assistant, clerical (schools) 
4159	Assistant, clerical 
4131	Assistant, clerk's, justices 
4159	Assistant, clerk's 
6139	Assistant, clinic, animal 
6141	Assistant, clinic 
2211	Assistant, clinical (qualified)
6141	Assistant, clinical 
6123	Assistant, club, out of school 
7122	Assistant, collection 
4113	Assistant, collector's, rate 
8122	Assistant, collier 
8122	Assistant, collier's 
4151	Assistant, commercial (sales)
4159	Assistant, commercial 
2472	Assistant, communications (press, public relations) 
7214	Assistant, communications 
6144	Assistant, community (housing association) 
3539	Assistant, compliance (banking) 
4217	Assistant, computer 
7111	Assistant, confectioner and tobacconist 
5432	Assistant, confectioner's (flour confectionery mfr) 
8111	Assistant, confectioner's (sugar confectionery mfr) 
7111	Assistant, confectioner's 
4159	Assistant, conference 
9273	Assistant, conference and banqueting 
4159	Assistant, consular 
4131	Assistant, contracts 
7214	Assistant, control, ambulance 
4121	Assistant, control, credit 
6214	Assistant, control, passenger (air transport) 
4131	Assistant, control, production 
4131	Assistant, control, quality (clerical)
3111	Assistant, control, quality (chemical mfr) 
8133	Assistant, control, quality 
5423	Assistant, control, sensitometric 
4133	Assistant, control, stock 
7214	Assistant, control, traffic, air 
8124	Assistant, control (electricity supplies) 
7214	Assistant, control (emergency services) 
4129	Assistant, control (investment company) 
4123	Assistant, controller (banking) 
4131	Assistant, conveyancing 
9272	Assistant, cook's 
9272	Assistant, cookery 
4131	Assistant, correspondence 
4129	Assistant, cost 
4129	Assistant, costing 
7114	Assistant, counter, medicines 
7114	Assistant, counter, pharmacy 
4129	Assistant, counter (bookmakers, turf accountants) 
9272	Assistant, counter (catering) 
7114	Assistant, counter (chemist) 
4135	Assistant, counter (library) 
7114	Assistant, counter (pharmacy) 
4123	Assistant, counter (PO) 
7111	Assistant, counter 
2419	Assistant, court (qualified)
4112	Assistant, court 
8114	Assistant, craft (chemical works) 
9139	Assistant, craft (railways) 
6121	Assistant, crèche 
6148	Assistant, crematorium 
6141	Assistant, CSSD 
2452	Assistant, curatorial 
4123	Assistant, customer (bank) 
4123	Assistant, customer (building society) 
7111	Assistant, customer (retail trade) 
8121	Assistant, cutter's, paper 
5414	Assistant, cutter's (clothing mfr) 
8121	Assistant, cutter's (paper mfr) 
8121	Assistant, cutter's (paper pattern mfr) 
7111	Assistant, dairy (retail trade) 
8111	Assistant, dairyman's (milk processing) 
7111	Assistant, dairyman's (retail trade) 
4129	Assistant, dealer’s (financial services) 
7111	Assistant, dealer's (wholesale, retail trade) 
7111	Assistant, delicatessen 
9260	Assistant, delivery 
6143	Assistant, dental 
6141	Assistant, department, operating 
8234	Assistant, depot (railways)
8239	Assistant, depot (road)
3122	Assistant, design 
9260	Assistant, despatch 
3543	Assistant, development, business 
6141	Assistant, dialysis 
3219	Assistant, dietetic 
8118	Assistant, dip, hot 
8139	Assistant, dipper's 
6148	Assistant, director's, funeral 
4159	Assistant, director's 
7114	Assistant, dispensary 
7114	Assistant, dispenser's 
7114	Assistant, dispensing, optical 
7114	Assistant, dispensing, pharmacy 
7114	Assistant, dispensing (opticians) 
7114	Assistant, dispensing 
9251	Assistant, display, evening (shelf filling)
9251	Assistant, display (shelf filling)
7125	Assistant, display (retail trade: merchandising)
9251	Assistant, display (retail trade) 
8126	Assistant, distribution (water company) 
9120	Assistant, diver's, sea 
4132	Assistant, divisional (insurance) 
9233	Assistant, domestic 
6141	Assistant, donor, blood 
7111	Assistant, draper's 
3122	Assistant, draughtsman's 
3122	Assistant, drawing, technical 
9260	Assistant, drayman's 
9260	Assistant, driver's, crane 
9260	Assistant, driver's, dumper 
8124	Assistant, driver's, engine 
9260	Assistant, driver's, lorry 
8124	Assistant, driver's, turbine 
9260	Assistant, driver's, van 
9260	Assistant, driver's (road transport) 
8121	Assistant, dryerman's (paper)
8113	Assistant, dyer's (textile mfr) 
4159	Assistant, e-business 
2425	Assistant, economic 
4159	Assistant, editor's, newspaper 
3412	Assistant, editorial 
6211	Assistant, education, museum 
6125	Assistant, education 
6125	Assistant, educational 
9120	Assistant, electrician's (building construction) 
9139	Assistant, electrician's 
3112	Assistant, electronics 
8117	Assistant, electroplating 
8112	Assistant, embosser's 
4131	Assistant, employment 
9139	Assistant, engineer's (maintenance)
3113	Assistant, engineer's 
3114	Assistant, engineering, civil 
3113	Assistant, engineering 
4131	Assistant, establishment 
8149	Assistant, estate (maintenance)
8149	Assistant, estates (maintenance)
4159	Assistant, estates 
4129	Assistant, estimating 
4129	Assistant, estimator's 
8112	Assistant, etcher's 
3562	Assistant, evaluation, job 
3546	Assistant, events 
4132	Assistant, executive (insurance) 
4215	Assistant, executive 
3119	Assistant, experimental 
4131	Assistant, export 
8116	Assistant, extrusion (plastics)
8115	Assistant, extrusion (rubber)
9211	Assistant, facilities 
9139	Assistant, factory 
9275	Assistant, fairground 
9119	Assistant, farm, fish 
9119	Assistant, farm, mink 
9111	Assistant, farm 
3417	Assistant, film 
4129	Assistant, finance 
4129	Assistant, financial 
4131	Assistant, fingerprint 
3313	Assistant, fireman's 
5433	Assistant, fishmonger's 
9139	Assistant, fitter's 
4113	Assistant, fixing, rate 
9139	Assistant, flanger's 
7111	Assistant, floor, shop (retail trade) 
9251	Assistant, floor (retail trade) 
5443	Assistant, floral 
7111	Assistant, florist's 
9272	Assistant, food, fast 
9251	Assistant, food, fresh (retail trade) 
9272	Assistant, food and beverage 
7112	Assistant, forecourt 
8117	Assistant, forge 
9272	Assistant, frier's, fish 
9275	Assistant, front of house (leisure services) 
7111	Assistant, fruiterer's 
4129	Assistant, fund 
6148	Assistant, funeral 
9275	Assistant, funfair 
8117	Assistant, furnace (metal trades) 
7111	Assistant, furrier's 
3542	Assistant, gallery, art (retail trade) 
9249	Assistant, gallery, art 
9139	Assistant, galvaniser's 
7112	Assistant, garage (petrol station) 
8135	Assistant, garage 
5112	Assistant, gardener's (horticultural nursery) 
5112	Assistant, gardener's (market gardening) 
5113	Assistant, gardener's 
9120	Assistant, general (building maintenance)
9134	Assistant, general (packing)
9111	Assistant, general (agriculture) 
9120	Assistant, general (building construction) 
9272	Assistant, general (catering) 
6121	Assistant, general (children’s nursery) 
9233	Assistant, general (cleaning) 
6125	Assistant, general (educational establishments) 
8111	Assistant, general (food products mfr) 
6221	Assistant, general (hairdressing) 
6145	Assistant, general (home for the disabled) 
9119	Assistant, general (horticulture) 
9279	Assistant, general (hotel) 
9234	Assistant, general (laundry, launderette, dry cleaning) 
9275	Assistant, general (leisure services) 
9139	Assistant, general (manufacturing) 
6145	Assistant, general (old people's home) 
8127	Assistant, general (printing) 
7112	Assistant, general (retail trade: check-out)
9251	Assistant, general (retail trade) 
9272	Assistant, general (school meals) 
9260	Assistant, general (wholesale trade) 
9219	Assistant, general 
8117	Assistant, gilder's (electro-gilding)
3539	Assistant, GIS 
8129	Assistant, glazer's 
9120	Assistant, glazier's 
3421	Assistant, graphics 
8112	Assistant, grinder's (plate glass)
9139	Assistant, grinder's 
7123	Assistant, grocer's (mobile)
7111	Assistant, grocer's 
9251	Assistant, grocery 
6211	Assistant, gym 
7111	Assistant, haberdashery 
6221	Assistant, hairdresser's 
6221	Assistant, hairdressing 
9272	Assistant, hall, dining 
8117	Assistant, hammerman's 
9139	Assistant, hardener's 
9119	Assistant, hatchery 
6145	Assistant, health, mental, community 
6141	Assistant, healthcare (hospital service) 
7114	Assistant, healthcare (retail chemist) 
8117	Assistant, heater's (metal trades) 
6211	Assistant, heritage 
