Index volume 2 version2.5	occupation
Embosser	5441
Enameller	5441
Engraver, glass	5441
Engraver, pattern, pottery	5441
Engraver, pottery	5441
Engraver	5441
Engraver	5441
Etcher, hand	5441
Etcher, machine	5441
Etcher	5441
Etcher	5441
Fettler, pipe, sanitary	5441
Fettler	5441
Filler	5441
Finisher, crucible	5441
Finisher, glass	5441
Finisher, lens	5441
Finisher, pipe	5441
Finisher, pipe	5441
Finisher, sanitary	5441
Finisher	5441
Finisher	5441
Finisher	5441
Finisher	5441
Froster	5441
Froster	5441
Gilder	5441
Glazer, button	5441
Glazer, lens	5441
Glazer, optical	5441
Glazer, pottery	5441
Glazer	5441
Glazer	5441
Glazier, lens	5441
Glazier, optical	5441
Grinder, flat	5441
Grinder, glass	5441
Grinder, lens	5441
Grinder, optical	5441
Grinder, slab, optical	5441
Grinder, stopper, glass	5441
Grinder, surface	5441
Grinder, wheel, emery	5441
Grinder	5441
Grinder	5441
Grinder and polisher	5441
Jointer, pipe	5441
Jointer, stanford	5441
Jointer	5441
Knocker	5441
Labeller, colour	5441
Layer, ground	5441
Liner, gold	5441
Liner, tube	5441
Liner	5441
Lithographer	5441
Lustrer	5441
Maker, insulator	5441
Maker, mirror	5441
Man, disc	5441
Marker-out	5441
Marker-up, lens	5441
Melter	5441
Mottler	5441
Painter, craft	5441
Painter, enamel	5441
Painter, flower	5441
Painter, freehand	5441
Painter, glaze	5441
Painter, pottery	5441
Painter, rough	5441
Painter, slip	5441
Painter, spray	5441
Painter, underglaze	5441
Painter	5441
Painter	5441
Pantographer	5441
Piercer	5441
Polisher, edge	5441
Polisher, enamel	5441
Polisher, fine	5441
Polisher, glass	5441
Polisher, glost	5441
Polisher, gold	5441
Polisher, hand	5441
Polisher, lens	5441
Polisher, slab, optical	5441
Polisher, tile	5441
Polisher	5441
Polisher	5441
Preparer	5441
Remoulder	5441
Repairer, china	5441
Repairer	5441
Restorer	5441
Restorer	5441
Riveter	5441
Rougher	5441
Rumbler	5441
Runner, mould	5441
Scolloper	5441
Scourer	5441
Selector, glass	5441
Setter, lens	5441
Setter	5441
Sider	5441
Slitter, glass, optical	5441
Smoother	5441
Sprayer, aerograph	5441
Sprayer, cellulose	5441
Sprayer, colour	5441
Sprayer, enamel	5441
Sprayer, glaze	5441
Sprayer	5441
Stainer	5441
Stenciller, aerographing	5441
Sticker, junction	5441
Stopper, glaze	5441
Stopper	5441
Stripper	5441
Surfacer, lens, optical	5441
Surfacer, optical	5441
Technician, lens, contact	5441
Toucher-up	5441
Tower	5441
Transferer, lithograph	5441
Transferer	5441
Washer	5441
Worker, acid	5441
Worker, field, brick	5441
Worker, gold	5441
Aerographer	5441
Decorator, aerograph	5441
Sprayer, colour	5441
Caseworker	5442
Craftsman, museum	5442
Fitter, cabinet	5442
Fitter, case, cabinet	5442
Fitter, case, piano	5442
Fitter, furniture	5442
Fitter, overmantel	5442
Fitter	5442
Fitter-up	5442
Foreman	5442
Framer, seat	5442
Framer	5442
Hand, bench	5442
Joiner	5442
Maker, arm	5442
Maker, bed	5442
Maker, cabinet	5442
Maker, case, book	5442
Maker, case, cabinet	5442
Maker, case, clock	5442
Maker, case, cutlery	5442
Maker, case, instrument	5442
Maker, case, jewel	5442
Maker, case, show	5442
Maker, case, television	5442
Maker, case	5442
Maker, chair	5442
Maker, coffin	5442
Maker, coffin and casket	5442
Maker, desk	5442
Maker, drawers	5442
Maker, frame, chair	5442
Maker, frame	5442
Maker, furniture	5442
Maker, part	5442
Maker, seat	5442
Maker, table	5442
Maker, wardrobe	5442
Maker and joiner, cabinet	5442
Man, bench	5442
Manufacturer, furniture	5442
Manufacturer	5442
Painter, spray	5442
Renovator, antiques	5442
Renovator	5442
Repairer, antiques	5442
Repairer, chair	5442
Repairer, furniture	5442
Restorer, antiques	5442
Restorer, furniture	5442
Restorer	5442
Sprayer, cellulose	5442
Sprayer, paint	5442
Sprayer	5442
Woodwright	5442
Worker, bench	5442
Worker, cabinet	5442
Worker, case	5442
Cooper	5442
Maker, barrel and cask	5442
Maker, keg	5442
Maker, vat	5442
Bender, timber	5442
Bender	5442
Bender	5442
Blaster, sand	5442
Bobber	5442
Bodger, chair	5442
Borer, wide	5442
Bowyer	5442
Builder, barrow	5442
Builder, cart	5442
Builder, shed	5442
Builder, wheel	5442
Carver, frame	5442
Carver, letter	5442
Carver, stock	5442
Carver, wood	5442
Carver	5442
Carver	5442
Cleaver, lath	5442
Cleaver, wood	5442
Cleaver	5442
Dresser, stick	5442
Dresser, wood	5442
Embosser	5442
Engraver, marquetry	5442
Engraver, parquetry	5442
Filer	5442
Finisher, coffin	5442
Finisher, peg, shuttle	5442
Finisher	5442
Fitter, fittings and furniture	5442
Fitter, frame	5442
Fitter, gymnastics	5442
Foreman	5442
Framer, picture	5442
Furnisher, coffin	5442
Hinger, last	5442
Jointer, edge, veneer	5442
Jointer, tapeless	5442
Maker, barrow	5442
Maker, bat, cricket	5442
Maker, block, clog	5442
Maker, block, hat	5442
Maker, block	5442
Maker, bobbin	5442
Maker, bow	5442
Maker, bowl	5442
Maker, bowl	5442
Maker, cart	5442
Maker, club, golf	5442
Maker, cue, billiard	5442
Maker, fence, timber	5442
Maker, float	5442
Maker, form	5442
Maker, frame, mirror	5442
Maker, frame, oxon	5442
Maker, frame, photo	5442
Maker, frame, picture	5442
Maker, frame, racquet	5442
Maker, frame	5442
Maker, furniture, garden	5442
Maker, gate	5442
Maker, grid	5442
Maker, heel	5442
Maker, hurdle	5442
Maker, ladder	5442
Maker, last	5442
Maker, letter	5442
Maker, mould	5442
Maker, oar	5442
Maker, pattern	5442
Maker, peg	5442
Maker, pipe	5442
Maker, racquet	5442
Maker, rod, fishing	5442
Maker, saddletree	5442
Maker, screen	5442
Maker, scull	5442
Maker, seat, garden	5442
Maker, shed	5442
Maker, shovel	5442
Maker, shuttle	5442
Maker, skewer	5442
Maker, sley	5442
Maker, spar	5442
Maker, staging	5442
Maker, stamp, bleacher's	5442
Maker, stave	5442
Maker, stick, hockey	5442
Maker, stick, walking	5442
Maker, stock	5442
Maker, tray	5442
Maker, wagon, timber	5442
Maker, wattle	5442
Manufacturer	5442
Marker-off	5442
Marker-out	5442
Matcher, veneer	5442
Operator, jointer	5442
Polisher, bobbin, wood	5442
Polisher, heald	5442
Polisher, pipe	5442
Preparer, veneer	5442
Pumicer	5442
Pumicer	5442
Repairer, pipe	5442
Splicer, veneer	5442
Stocker	5442
Weighter	5442
Wheeler	5442
Wheelwright	5442
Woodworker	5442
Finisher, spray	5442
Maker, furniture, bamboo	5442
Maker, furniture, cane	5442
Maker, furniture, wicker	5442
Maker, seat, cane	5442
Manufacturer, furniture, cane	5442
Seater, chair	5442
Arranger, floral	5443
Arranger, flower	5443
Artist, floral	5443
Assistant, floral	5443
Decorator, floral	5443
Designer, floral	5443
Florist, artificial	5443
Florist	5443
Maker, wreath, artificial	5443
Technician, floral	5443
Maker, sign	5449
Fabricator, sign	5449
Maker, sign	5449
Writer, glass	5449
Writer, letter	5449
Writer, poster	5449
Writer, sign	5449
Writer, ticket	5449
Writer	5449
Writer	5449
Writer to the trade	5449
Modeller	5449
Assembler, wax	5449
Foreman, shop, pattern	5449
Maker, model	5449
Maker, pattern, engineer's	5449
Maker, pattern, wood	5449
Maker, pattern	5449
Maker, pattern	5449
Maker, mould	5449
Man, mould	5449
Bellyman, piano	5449
Maker, belly	5449
Marker-off, piano	5449
Assembler, action, piano	5449
Assembler, pianoforte	5449
Builder, organ	5449
Checker	5449
Finisher	5449
Finisher	5449
Finisher	5449
Fitter, instrument, musical	5449
Fitter, organ	5449
Fitter, piano	5449
Fitter	5449
Fitter-up	5449
Luthier	5449
Machinist	5449
Maker, action	5449
Maker, bow	5449
Maker, drum	5449
Maker, felt	5449
Maker, glockenspiel	5449
Maker, hammer	5449
Maker, harp	5449
Maker, instrument, musical	5449
Maker, instrument	5449
Maker, key	5449
Maker, piano	5449
Maker, reed	5449
Maker, roller	5449
Maker, violin	5449
Maker	5449
Manufacturer, instrument, musical	5449
Manufacturer	5449
Mechanic	5449
Polisher, key	5449
Regulator	5449
Repairer, instrument, musical	5449
Repairer, instrument	5449
Repairer	5449
Restorer	5449
Stringer	5449
Technician, instrument, musical	5449
Technician, piano	5449
Tester	5449
Tester-rectifier, instrument, musical	5449
Tuner, piano	5449
Tuner	5449
Voicer, organ	5449
Voicer	5449
Superintendent	5449
Assembler	5449
Beater, gold	5449
Beater, silver	5449
Chaser, gold	5449
Chaser, platework	5449
Chaser, silver	5449
Chaser	5449
Chaser	5449
Cleaver, diamond	5449
Cleaver	5449
Cutler, silver	5449
Cutter, diamond	5449
Cutter, leaf	5449
Cutter	5449
Cutter and booker	5449
Dresser, diamond	5449
Driller, die, diamond	5449
Driller, wire, diamond	5449
Embosser, hilt	5449
Embosser	5449
Finisher, silver	5449
Finisher, spoon and fork	5449
Finisher	5449
Fitter, depositor's	5449
Fitter	5449
Flatter, gold	5449
Flatter, silver	5449
Fluter	5449
Foreman	5449
Goldsmith	5449
Hammerer	5449
Hammerman	5449
Jeweller, jobbing	5449
Jeweller, manufacturing	5449
Jeweller, masonic	5449
Jeweller	5449
Jobber	5449
Lapidary	5449
Linker, chain	5449
Maker, bracelet	5449
Maker, brooch	5449
Maker, case, cigarette	5449
Maker, chain	5449
Maker, handle	5449
Maker, hollow-ware	5449
Maker, jewellery	5449
Maker, locket	5449
Maker, model, jewellery	5449
Maker, pattern	5449
Maker, plate	5449
Maker, ring, jump	5449
Maker, ring	5449
Maker, thimble	5449
Maker-up, jeweller's	5449
Maker-up	5449
Man, jobbing	5449
Manufacturer, jewellery	5449
Manufacturer	5449
Miller, diamond	5449
Mounter, diamond	5449
Mounter, gold	5449
Mounter, metal	5449
Mounter, silver	5449
Mounter	5449
Mounter	5449
Piercer, saw	5449
Piercer	5449
Polisher, diamond	5449
Repairer, case	5449
Repairer, jewellery and plate	5449
Repairer	5449
Repairer	5449
Roller, cross	5449
Sawyer, diamond	5449
Setter, diamond	5449
Setter, gem	5449
Setter, jewel	5449
Setter, stone	5449
Setter	5449
Setter-up	5449
Silversmith	5449
Smith, bright	5449
Smith, gold	5449
Smith, platinum	5449
Smith, silver	5449
Turner, engine, rose	5449
Turner, engine	5449
Turner	5449
Worker, crystal, quartz	5449
Worker, jet	5449
Worker, metal, precious	5449
Worker, metal, white	5449
Worker, ornament, black	5449
Worker, pierce	5449
Worker, silver	5449
Worker, stone, precious	5449
Worker, wire	5449
Engraver, brass	5449
Engraver, gold	5449
Engraver, hand	5449
Engraver, instrument	5449
Engraver, machine	5449
Engraver, machine	5449
Engraver, metal	5449
Engraver, micrometer	5449
Engraver, plate	5449
Engraver, silver	5449
Engraver	5449
Engraver-etcher	5449
Etcher	5449
Colourman, artist	5449
Furnisher, house	5449
Artist	5449
Lacquerer, spray	5449
Painter, spray	5449
Painter, tin	5449
Printer, spray	5449
Sprayer, paint	5449
Varnisher, spray	5449
Balancer, wheel	5449
Balancer	5449
Binder	5449
Borer, brush	5449
Borer	5449
Braider, whip	5449
Braider	5449
Caner	5449
Capper	5449
Carver, gold	5449
Carver, ivory	5449
Carver, letter	5449
Charger, cartridge	5449
Charger, cordite	5449
Charger	5449
Craftsman, research and development	5449
Craftsman	5449
Cutter, cork	5449
Cutter, cotton	5449
Cutter, plate	5449
Cutter	5449
Cutter	5449
Cutter	5449
Docker, cork	5449
Drawer, brush	5449
Dresser, doll	5449
Dresser, fly	5449
Driller, brush	5449
Etcher	5449
Exhauster	5449
Feeder, pallet	5449
Felter	5449
Filler, brush	5449
Filler, cartridge	5449
Filler, detonator	5449
Filler, machine	5449
Filler, rocket	5449
Filler	5449
Filler	5449
Filler	5449
Finisher, cord	5449
Finisher, racquet	5449
Finisher, reed	5449
Finisher, rod, fishing	5449
Finisher	5449
Finisher	5449
Finisher	5449
Finisher	5449
Fitter, table, billiard	5449
Fitter	5449
Fixer, lens	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman	5449
Foreman of factory	5449
Girl, taper	5449
Grinder, disc	5449
Grinder, edge	5449
Hand, brush	5449
Hand, loom	5449
Hand, pan	5449
Knotter	5449
Loader, cartridge	5449
Loader	5449
Maker, appliance, orthopaedic	5449
Maker, appliance, surgical	5449
Maker, badge	5449
Maker, bait	5449
Maker, basket	5449
Maker, bear, teddy	5449
Maker, belt, life	5449
Maker, belt, surgical	5449
Maker, besom	5449
Maker, blind	5449
Maker, broom	5449
Maker, brush	5449
Maker, candle	5449
Maker, cartridge	5449
Maker, case, spectacle	5449
Maker, detonator	5449
Maker, door, fireproof	5449
Maker, figure, wax	5449
Maker, firework	5449
Maker, fireworks	5449
Maker, flower, artificial	5449
Maker, fly	5449
Maker, gasket	5449
Maker, goods, fancy	5449
Maker, hone	5449
Maker, limb, artificial	5449
Maker, mask	5449
Maker, mat, sinnet	5449
Maker, mattress, asbestos	5449
Maker, model, display	5449
Maker, model	5449
Maker, model	5449
Maker, mop	5449
Maker, pad, stamping	5449
Maker, pad	5449
Maker, poppy	5449
Maker, prop	5449
Maker, props	5449
Maker, reed	5449
Maker, reel, fishing	5449
Maker, ring, wax	5449
Maker, rocket	5449
Maker, shade, lamp	5449
Maker, shuttlecock	5449
Maker, sign	5449
Maker, skep	5449
Maker, skip	5449
Maker, stone, artificial	5449
Maker, stone, patent	5449
Maker, stone, rubbing	5449
Maker, string	5449
Maker, string	5449
Maker, table, billiard	5449
Maker, toy	5449
Maker, tray	5449
Maker, trophy	5449
Maker, truss	5449
Maker, wig	5449
Maker	5449
Manufacturer, badge	5449
Manufacturer, broom	5449
Manufacturer, brush	5449
Manufacturer, rosette	5449
Manufacturer, toy	5449
Manufacturer	5449
Manufacturer	5449
Manufacturer	5449
Manufacturer	5449
Manufacturer	5449
Manufacturer	5449
Marker	5449
Matcher, hair	5449
Mechanic, orthopaedic	5449
Mechanic, pen	5449
Modeller, styling	5449
Modeller, wax	5449
Moulder, abrasive	5449
Moulder, carborundum	5449
Moulder, stone, patent	5449
Moulder, tooth	5449
Moulder, wheel, abrasive	5449
Moulder, wheel	5449
Moulder	5449
Moulder	5449
Moulder	5449
Moulder	5449
Mounter, picture	5449
Operator, sheathing	5449
Overlooker, wire	5449
Painter, engraver's	5449
Painter, roller	5449
Painter	5449
Paperer, sand	5449
Pleater	5449
Polisher, ivory	5449
Posticheur	5449
Preparer, hair	5449
Presser, hand	5449
Presser, stone, artificial	5449
Primer, cap	5449
Primer	5449
Puller, pallet	5449
Pumicer	5449
Puncher, shade, lamp	5449
Pyrotechnician	5449
Repairer, blind	5449
Repairer, film	5449
Repairer, pen, fountain	5449
Repairer, reed	5449
Repairer, toy	5449
Repairer	5449
Restorer, horse, rocking	5449
Sawyer, ivory	5449
Sawyer	5449
Setter, machine, electrode	5449
Setter, machine, grid	5449
Setter, machine, metalising	5449
Setter, machine, sealing	5449
Setter, machine	5449
Setter, machine	5449
Setter, reed	5449
Setter	5449
Setter	5449
Setter-operator, engraving, pantograph	5449
Shaper	5449
Stringer, racquet	5449
Stringer	5449
Surfacer, shot, steel	5449
Taper, coil	5449
Trimmer, soap	5449
Trimmer, tooth	5449
Trimmer	5449
Trimmer	5449
Trimmer	5449
Turner, asbestos	5449
Turner, cork	5449
Turner, ivory	5449
Turner, wheel	5449
Weaver, cane	5449
Weaver, hair	5449
Weaver, withy	5449
Weaver	5449
Weaver	5449
Wirer	5449
Worker, basket	5449
Worker, brush	5449
Worker, cane	5449
Worker, carbon	5449
Worker, craft	5449
Worker, detonator	5449
Worker, stone, artificial	5449
Worker, willow	5449
Hand, display	5449
Pyrotechnist	5449
Maker, sign	5449
Maker, sign	5449
Maker, sign	5449
Packer, parachute	5449
Manager, group, play	6121
Manager, playgroup	6121
Teacher, nursery	6121
Teacher, pre-school	6121
Supervisor, nursery	6121
Assistant, care, child	6121
Assistant, crèche	6121
Assistant, general	6121
Assistant, kindergarten	6121
Assistant, nursery	6121
Assistant, pre-school	6121
Assistant, years, early	6121
Attendant, crèche	6121
Attendant, nursery	6121
Educator, years, early	6121
Governess, nursery	6121
Helper, crèche	6121
Helper, nursery	6121
Helper, pre-school	6121
Leader, crèche	6121
NNEB	6121
Nurse, childcare	6121
Nurse, nursery	6121
Officer, nursery	6121
Practitioner, care, child	6121
Practitioner, childcare	6121
Practitioner, nurse, nursery	6121
Practitioner, nursery	6121
Practitioner, pre-school	6121
Practitioner, school, nursery	6121
Practitioner, years, early	6121
Supervisor, crèche	6121
Supervisor, pre-school	6121
Supervisor	6121
Teacher, kindergarten	6121
Warden	6121
Worker, crèche	6121
Worker, nursery	6121
Worker, support, nursery	6121
Worker, support, years, early	6121
